approved,sponsor,nickname,gender,country,state,city,adsource,seeking,dob
1,0,pornos4pyros,2,1,10,Ft. Lauderdale,2,3,1974-06-19
1,0,quicky3,2,1,10,Orlando,6,2,1974-07-07
1,0,reepadie,2,1,10,Ocala,3,2,1962-10-26
1,0,rmo_521,2,1,10,Panama City Beach,6,3,1972-05-21
1,0,rmyck,2,1,10,Lakeland,6,2,1956-09-17
1,0,ryan4412,2,1,10,Land O Lakes,2,2,1971-01-30
1,0,sara011,1,1,10,Riverview,3,4,1985-12-06
1,0,sboyle,2,1,10,Palm Harbor,10,3,1966-07-21
1,0,scotty107,2,1,10,Ponte Vedra Beach,27,2,1970-07-10
1,0,sean_patrick714,2,1,10,Crestview,4,2,1977-02-01
1,0,Shawn813,2,1,10,Tampa,4,2,1977-09-26
1,0,siclian,2,1,10,Clearwater,24,2,1968-08-12
1,0,sile12,2,1,10,Orlando,24,2,1977-07-07
1,1106,sizemic,2,1,10,Palm Coast,6,3,1954-11-28
1,0,slapshot2008,2,1,10,Clearwater,12,2,1970-05-25
1,0,smartbb00,2,1,10,Tallahassee,3,3,1988-05-24
1,1761,sts10,2,1,10,Ocala,12,2,1974-01-10
1,1685,stump69,2,1,10,Defuniak Springs,15,2,1978-01-02
1,0,SWFL_LoneWolf,2,1,10,Sarasota,6,3,1970-05-17
1,1311,Tampaguy1000,2,1,10,Tampa,3,2,1970-03-20
1,1761,TFitz77,2,1,10,Fort Walton Beach,2,2,1977-09-09
1,0,TheBossX,2,1,10,Tampa,10,3,1983-02-10
1,0,tigerasopapi,2,1,10,Miami,4,2,1986-04-06
1,0,toolhead1,2,1,10,Clearwater,6,3,1958-07-24
1,0,tophudson,2,1,10,Pensacola,2,2,1964-04-07
1,0,Wauk4321,2,1,10,Jacksonville,3,3,1951-02-23
1,0,woody135,2,1,10,Tampa,10,2,1966-08-07
1,0,z29,1,1,10,Lake Mary,12,6,1960-04-05
1,0,giovanz,2,1,11,Columbus,24,3,1976-04-16
1,0,choi2008,1,1,11,Savannah,15,4,1972-09-24
1,0,lovingstar,2,1,11,Roopville,3,2,1976-06-23
1,1716,21362,2,1,11,Gainesville,12,2,1972-02-02
1,0,aguila_light,2,1,11,Fort Benning,2,3,1970-01-03
1,1761,bb1006,2,1,11,Atlanta,3,2,1975-01-11
1,0,bp2390,2,1,11,Marietta,15,2,1977-04-27
1,0,crowderd,2,1,11,Smyrna,12,2,1969-02-22
1,0,dariusdoes,2,1,11,Albany,4,2,1973-01-30
1,0,davu323,2,1,11,Decatur,24,3,1984-02-07
1,0,Diggie1970,2,1,11,Augusta,15,3,1970-02-02
1,0,dlowtre,2,1,11,Columbus,26,3,1974-02-02
1,1761,easytolisten,2,1,11,Woodstock,3,2,1954-05-21
1,0,ehniceguy32,2,1,11,Winder,10,2,1975-10-28
1,0,elcasado1,1,1,11,Peachtree City,6,4,1979-02-06
1,0,fuzzygator,2,1,11,Alpharetta,13,2,1977-02-22
1,0,gottagetsum08,2,1,11,Athens,25,3,1976-11-05
1,0,GOTTOHAVEIT83,2,1,11,Bloomingdale,2,2,1983-10-10
1,0,grayhair,2,1,11,Clarkston,4,3,1959-12-12
1,1394,jimmy0264,2,1,11,Atlanta,22,2,1972-08-12
1,0,jimmy261,2,1,11,Atlanta,22,2,1973-08-01
1,0,joe_dollar,2,1,11,Lagrange,6,3,1977-01-01
1,0,joe605,2,1,11,Avondale Estates,1,3,1980-03-17
1,1311,john5311,2,1,11,Alpharetta,12,2,1968-05-10
1,1311,kane6,2,1,11,Warner Robins,6,2,1980-09-09
1,0,Kruimel,1,1,11,Atlanta,4,1,1967-11-26
1,0,laidback_0021,2,1,11,Lawrenceville,6,3,1973-06-18
1,0,lance0302,2,1,11,Smyrna,12,2,1976-05-05
1,1761,limebucket,2,1,11,Kennesaw,3,3,1980-01-07
1,0,lld4457,2,1,11,Acworth,2,2,1968-04-09
1,1311,looking2362008,2,1,11,Norcross,25,2,1969-02-26
1,0,made_u_look,2,1,11,ft stewart,25,2,1965-08-29
1,1484,Mikemc4557,2,1,11,Dallas,15,2,1975-09-03
1,0,misty35,1,1,11,Atlanta,25,1,1980-07-29
1,0,nycguy1126,2,1,11,Atlanta,3,2,1954-10-26
1,0,Oral Gentleman,2,1,11,Acworth,1,2,1968-10-28
1,145,pacorro22,2,1,11,Warner Robins,6,2,1977-10-23
1,0,remywaves,2,1,11,Atlanta,2,2,1973-01-01
1,0,robert_hyde,2,1,11,Royston,12,3,1970-11-01
1,0,schlong1371,2,1,11,Leesburg,4,2,1976-11-10
1,1716,scottyd45,2,1,11,Statesboro,2,3,1962-10-21
1,0,sexyboy454,2,1,11,Jonesboro,4,3,1989-02-04
1,0,sfengco5,2,1,11,Savannah,6,3,1965-06-14
1,1716,shorty401968,2,1,11,Atlanta,12,3,1968-04-03
1,0,strawberri29,1,1,11,Carrollton,6,6,1979-09-21
1,0,tcrock,2,1,11,Newnan,12,2,1969-02-02
1,0,the_howler,2,1,11,Atlanta,12,2,1968-05-05
1,0,Thomas1222,2,1,11,Monroe,4,2,1960-04-12
1,0,tigger38,2,1,11,Kingston,2,2,1964-02-10
1,0,tonymontana3,2,1,11,Atlanta,26,2,1963-09-21
1,0,Tyger1271,2,1,11,Warner Robins,6,3,1971-12-09
1,0,untack205,2,1,11,Decatur,12,3,1968-12-12
1,0,vapookie,2,1,11,Atlanta,10,2,1978-01-01
1,0,waytohot1,2,1,11,Locust Grove,6,2,1946-07-25
1,1716,dual48s2000,2,1,12,Pearl City,20,3,1977-03-03
1,0,everyonetookmyname,2,1,12,Honolulu,4,2,1973-09-14
1,0,jonny808,2,1,12,Ewa Beach,15,2,1968-05-02
1,0,kenn2008,2,1,12,Wahiawa,12,2,1978-05-19
1,1716,keonit2,2,1,12,Kealakekua,3,3,1959-09-04
1,0,mauisky,1,1,12,Kahului,3,1,1969-09-07
1,0,puertorricanPhatCokNHI,2,1,12,Kailua,3,2,1984-08-04
1,1484,65rcstud,2,1,13,Shoshone,12,3,1965-09-30
1,1685,bj4215,2,1,13,Boise,23,2,1978-06-19
1,0,discreet12121221,2,1,13,Aberdeen,15,3,1942-02-01
1,0,jkj2,2,1,13,Tetonia,12,3,1969-06-02
1,1484,lockjaw20002000,2,1,13,Boise,6,2,1985-03-08
1,0,mrblobby,1,1,13,Pocatello,15,4,1977-10-16
1,1716,notakiddin,2,1,13,Emmett,2,3,1950-08-28
1,1685,sexontheside273,2,1,13,Twin Falls,2,2,1973-12-25
1,0,whit77,2,1,13,Boise,12,3,1959-02-02
1,0,Visionfed,1,1,14,Evanston,3,1,1970-02-27
1,0,alwayzhere,2,1,14,Peoria,12,2,1964-01-31
1,1311,bbnor123,2,1,14,Highland Park,12,2,1975-03-14
1,0,beniah08,2,1,14,Roodhouse,4,2,1978-09-19
1,0,BRAD143,2,1,14,Rockford,3,2,1956-07-14
1,0,captainmark1,2,1,14,Aurora,12,2,1980-03-13
1,0,captvicj08,2,1,14,Palos Heights,12,2,1964-12-15
1,0,Chiguy6,2,1,14,Chicago,22,2,1983-01-01
1,695,chitownlover27,2,1,14,Galesburg,3,2,1981-06-27
1,1761,cj93,2,1,14,Palatine,4,2,1977-01-01
1,1311,crash991,2,1,14,Smithton,13,2,1976-10-10
1,0,crazyasswoman,1,1,14,Chicago,2,1,1973-01-01
1,0,cubsfan3,2,1,14,Chicago,12,2,1965-02-02
1,0,dajmi,2,1,14,Chicago,1,2,1976-04-13
1,1311,denny761,2,1,14,Saint Charles,3,2,1961-03-03
1,0,dhendricks1,2,1,14,Fox Lake,25,3,1971-06-11
1,0,dlaw11712009,2,1,14,Round Lake,26,2,1971-11-04
1,0,DonJuanForYou,2,1,14,Lansing,26,2,1973-11-17
1,1761,donnegal,2,1,14,Chicago,4,3,1958-09-16
1,0,drphil81,1,1,14,Moline,12,4,1981-07-14
1,1484,enus83,2,1,14,Marshall,4,2,1983-08-28
1,1484,ericlove007,2,1,14,Chicago,12,3,1970-06-10
1,0,faifield802,2,1,14,Chicago,2,2,1969-12-12
1,0,feet_cbt_bdsm,2,1,14,Addison,12,2,1982-09-03
1,1311,fftb,2,1,14,Chicago,22,2,1974-04-10
1,0,freddyisreddy,2,1,14,Markham,12,3,1969-12-21
1,0,gocubsgo08,2,1,14,Roselle,3,2,1967-04-04
1,0,gocubsgo0808,2,1,14,Roselle,3,2,1967-04-04
1,0,gosox1001,2,1,14,Chicago,2,3,1989-03-12
1,0,gwahmax,2,1,14,Chicago,12,2,1962-10-07
1,1761,HAPPY3712,2,1,14,Saint Charles,12,2,1970-10-11
1,0,Hawkins717,2,1,14,Chicago,2,2,1972-06-06
1,1761,heritage2001,2,1,14,Downers Grove,10,2,1949-05-17
1,0,herki1,2,1,14,Bridgeview,12,2,1975-11-20
1,0,ispa,2,1,14,Elmhurst,22,3,1988-07-25
1,0,ispa57,2,1,14,Elmhurst,25,3,1987-06-24
1,0,jeki08,2,1,14,Des Plaines,6,2,1975-05-02
1,0,Jlyons,2,1,14,Chicago,15,3,1974-02-01
1,0,JohnP08,2,1,14,Naperville,6,2,1967-12-11
1,0,jubi1970,2,1,14,Ottawa,23,2,1970-01-31
1,0,julian68,2,1,14,Peotone,24,2,1957-10-15
1,1311,JustHavinFun3,1,1,14,Chicago,12,1,1969-06-03
1,1761,kiki41,1,1,14,Chicago,27,1,1961-09-30
1,0,kompantonis,2,1,14,Rockford,10,2,1968-10-08
1,0,krassi,2,1,14,Oak Lawn,12,3,1973-02-14
1,0,latino711,2,1,14,Joliet,6,2,1970-07-17
1,0,luvbigbutts83,2,1,14,Bloomington,25,2,1983-02-21
1,0,luvslips2,2,1,14,Loves Park,10,2,1970-03-08
1,0,migustoes,2,1,14,Aurora,4,2,1980-01-01
1,1685,mike_hopp,2,1,14,Sugar Grove,3,2,1981-08-25
1,0,mstamia,1,1,14,Chicago,2,6,1987-01-29
1,0,porsche659,2,1,14,Rolling Meadows,4,2,1969-06-06
1,0,ppp6,2,1,14,Flossmoor,6,2,1970-03-26
1,0,raider18,2,1,14,Hillsboro,15,3,1970-10-10
1,100,repoman78,2,1,14,Rolling Meadows,15,2,1978-04-25
1,0,ryguy014,2,1,14,Arlington Heights,6,2,1977-08-08
1,0,Somuchfun69,2,1,14,NW Burbs,2,2,1974-07-04
1,1311,sparky0331,2,1,14,Oak Lawn,2,2,1957-12-20
1,0,specter123,1,1,14,Chicago,6,6,1987-12-01
1,0,tattooedamerica,2,1,14,Loves Park,6,3,1972-07-07
1,1761,tgit,2,1,14,Northbrook,3,2,1962-10-10
1,0,theprince22,2,1,14,Vernon Hills,15,3,1988-12-17
1,0,timothy79191,1,1,14,Glen Ellyn,20,1,1957-01-18
1,1822,titan34,2,1,14,Oak Park,6,5,1990-05-17
1,0,treadlife,2,1,14,O Fallon,15,2,1980-03-28
1,0,turnmills,2,1,14,Chicago,4,3,1971-01-19
1,0,tyler7400,2,1,14,Chicago,15,3,1976-06-03
1,0,vinnster34,2,1,14,Wheaton,6,2,1974-01-22
1,0,whitesoxfan0305,2,1,14,Chicago,12,2,1973-05-17
1,739,whitey427,2,1,14,Shorewood,3,2,1959-04-27
0,0,wowsmile,1,1,14,Justice,4,4,1978-01-01
1,0,longlegs23,1,1,15,Palmyra,27,6,1985-01-18
1,0,holeinthedough,1,1,15,West Lafayette,2,6,1985-06-24
1,0,apak1,2,1,15,North Webster,6,2,1976-08-13
1,0,archieb72,2,1,15,Goshen,6,2,1972-04-29
1,0,battrastard,2,1,15,Indianapolis,6,3,1973-05-22
1,0,betty26,1,1,15,Indianapolis,6,1,1963-10-02
1,0,billie89,1,1,15,West Lafayette,6,4,1985-02-21
1,1394,bobbym1983,2,1,15,Anderson,12,2,1983-07-25
1,0,bpf229,2,1,15,Indianapolis,6,2,1974-06-05
1,0,cj765,2,1,15,Muncie,12,2,1979-02-01
1,1616,cowboymagic,2,1,15,Indianapolis,6,2,1959-06-01
1,0,cuteandnic,1,1,15,West Lafayette,6,1,1980-01-22
1,0,daax3,2,1,15,Ingalls,26,3,1976-07-07
1,1311,detroit12,2,1,15,Plymouth,15,2,1976-06-26
1,1394,dew2108,2,1,15,Francesville,3,2,1978-02-02
1,0,feshie,2,1,15,Chandler,3,3,1987-06-19
1,1311,fortune52,2,1,15,Atlanta,15,2,1961-09-10
1,0,honestguy42,2,1,15,Valparaiso,4,2,1965-11-21
1,0,Indy0119,2,1,15,Fishers,12,2,1970-01-19
1,1685,jerkyforu,2,1,15,Sheridan,12,2,1976-06-07
1,0,johhny692008,2,1,15,Evansville,23,2,1990-05-12
1,0,joyub79,2,1,15,New Albany,23,5,1979-08-03
1,0,kansas111,2,1,15,Indianapolis,22,2,1962-02-04
1,0,kenpoman1982,2,1,15,Dupont,6,2,1982-01-27
1,0,krice6969,2,1,15,New Richmond,17,2,1979-10-10
1,1685,LadyFiasco,1,1,15,Indianapolis,6,4,1980-01-28
1,0,Lapohcka,1,1,15,Fort Wayne,6,1,1978-11-15
1,0,mebz,2,1,15,Muncie,6,3,1982-07-16
1,0,mick88888,2,1,15,Warsaw,6,2,1960-01-01
1,0,mojoe78,2,1,15,Evansville,2,2,1978-07-23
1,1484,mrtacc,2,1,15,Indianapolis,6,2,1966-06-20
1,1341,nobody999,2,1,15,Syracuse,6,2,1983-01-27
1,0,panosalbadros,2,1,15,Advance,2,2,1957-07-27
1,0,plowboyy2,2,1,15,New Palestine,4,2,1979-03-23
1,0,rah219,2,1,15,Gary,22,2,1976-04-13
1,0,styleno1,2,1,15,Westville,15,2,1950-08-08
1,0,sweetandnice1,1,1,15,Columbus,26,1,1977-01-10
1,0,sweetness51,1,1,15,Indianapolis,6,1,1987-02-22
1,0,thadley2008a,2,1,15,Brownsburg,15,3,1967-11-19
1,739,thrillher1,2,1,15,North Webster,6,2,1976-08-13
1,0,tinaturn,1,1,15,Chesterton,3,1,1946-05-30
1,0,tommiegun510,2,1,15,Indianapolis,6,2,1974-05-10
1,0,truhoosier,2,1,15,West Lebanon,4,2,1984-02-02
1,0,vivi_vfr,1,1,15,Wabash,22,1,1983-02-09
1,1311,wellhung46410,2,1,15,Merrillville,12,2,1982-09-15
1,0,2603602,2,1,16,Galt,22,2,1963-02-06
1,0,nas1911_ms,1,1,16,Des Moines,3,1,1986-11-19
1,0,dase,1,1,16,Stratford,4,1,1986-11-03
1,0,.supergirl.,1,1,16,Ackworth,3,4,1989-12-19
1,0,bc3054,2,1,16,West Des Moines,15,3,1984-06-25
1,0,BlackBandit28,2,1,16,Davenport,6,2,1975-11-16
1,0,chance1491,2,1,16,Eldridge,22,2,1965-12-12
1,0,docjohnson13,2,1,16,Logan,12,2,1956-06-26
1,1484,dudelove2,2,1,16,Wall Lake,12,3,1976-10-26
1,1616,eddiedee20082,2,1,16,Marshalltown,15,2,1959-02-02
1,0,EOPLATAX,2,1,16,Decorah,26,2,1958-08-15
1,0,fff9,2,1,16,Des Moines,20,2,1970-01-01
1,0,Hinnme,1,1,16,Spirit Lake,15,6,1971-02-23
1,0,Hyperfocused,2,1,16,Norwalk,24,3,1983-04-07
1,0,justincase24,2,1,16,Spencer,3,3,1976-01-23
1,1394,kjay52,2,1,16,Cedar Falls,26,2,1985-09-29
1,0,KyleofLochalsh,2,1,16,Iowa City,6,2,1962-07-04
1,0,looking2meetu2,2,1,16,Marshalltown,6,3,1970-12-21
1,0,manaraki,2,1,16,Nevada,22,2,1980-01-31
1,0,Mrlucky127,2,1,16,Urbandale,12,2,1980-01-01
1,0,oralmale4utonight,2,1,16,Davenport,12,2,1978-07-15
1,0,papa64,2,1,16,Gladbrook,3,2,1964-07-18
1,1484,shooterx3x,2,1,16,Des Moines,15,2,1978-06-13
1,0,TgrTodd,2,1,16,Waverly,6,2,1962-07-07
1,1311,tomjohn2008,2,1,16,West Des Moines,3,2,1961-05-18
1,0,Ungodly1,2,1,16,Mason City,6,3,1980-07-02
1,0,Williamje,2,1,16,Glenwood,10,3,1987-12-12
1,0,willy2748,2,1,16,Cedar Rapids,6,3,1958-10-22
1,1311,Zrguy800,2,1,16,Dubuque,12,2,1971-03-13
1,1311,unseen08,2,1,17,Manhattan,15,2,1987-05-29
1,1311,<2562769>,2,1,17,Overland Park,4,2,1962-10-01
1,0,2561329,2,1,17,Phillipsburg,12,2,1975-04-02
1,0,blacktnt,2,1,17,Overland Park,24,2,1974-08-31
1,0,blondesonly,2,1,17,Olathe,12,2,1964-04-12
1,1716,brownie52,2,1,17,Spring Hill,6,2,1952-01-25
1,0,chalkra145,2,1,17,Manhattan,6,3,1989-01-17
1,1394,jim19821,2,1,17,Leawood,3,3,1977-02-21
1,0,koili,2,1,17,Shawnee,12,5,1975-02-03
1,1088,Makuya,2,1,17,Belle Plaine,3,2,1954-09-25
1,0,RemiLebeau,2,1,17,Atchison,3,2,1970-04-01
1,0,track763,2,1,17,Prairie Village,13,3,1986-05-01
1,0,LINDASENTER,2,1,18,Paducah,6,3,1958-02-26
1,1716,2601,2,1,18,Owensboro,3,2,1968-04-04
1,1484,3sum6969,2,1,18,Campbellsville,2,3,1963-10-08
1,0,40741_looking,2,1,18,London,27,2,1979-07-07
1,0,bandr08,2,1,18,Ferguson,15,2,1946-05-21
1,0,bassdaddy360,2,1,18,Lexington,3,2,1960-03-11
1,145,beth451,1,1,18,Owensboro,4,6,1963-09-05
1,0,billyd48,2,1,18,Louisville,6,5,1960-08-09
1,1761,bluegrass1174,2,1,18,Lexington,27,2,1953-07-07
1,0,cnalle4,2,1,18,Paris,6,2,1977-06-06
1,0,dpwusmc,2,1,18,Louisville,12,3,1970-10-22
1,0,DrDeBernardi,2,1,18,Bowling Green,25,2,1976-10-11
1,0,eltractor,2,1,18,Battletown,22,2,1975-11-16
1,0,emandj,1,1,18,Louisville,13,1,1980-05-22
1,1484,funnygirl30,1,1,18,Louisville,12,4,1977-11-13
1,1311,hardkoremedic,2,1,18,Hazard,3,2,1974-09-19
1,1311,hardtimes111,2,1,18,Louisville,3,2,1963-12-26
1,1311,kc37,2,1,18,London,12,2,1973-06-09
1,1311,kellyk_03_76,1,1,18,Lexington,15,6,1976-03-02
1,0,miki_65,2,1,18,Hillview,3,2,1965-07-08
1,0,mistressmeadow,1,1,18,Northern,2,1,1965-07-27
1,0,mojohunting,2,1,18,Alexandria,3,2,1976-01-01
1,0,nicknameunknown,2,1,18,Latonia,15,2,1975-07-02
1,0,nkytrvler1,2,1,18,Ft Mitchell,24,2,1972-03-21
1,0,pertyblueyes,2,1,18,Elizabethtown,15,3,1976-04-03
1,1311,sexyguy05142,2,1,18,Louisville,15,3,1980-04-30
1,0,sharansidhu,1,1,18,Adams,2,1,1980-09-04
1,0,skipper72,2,1,18,Bowling Green,6,2,1972-07-02
1,739,snake23335,2,1,18,Louisville,3,2,1971-10-27
1,0,sunnyblue,2,1,18,Bowling Green,6,3,1951-07-23
1,1311,t_wine8,2,1,18,Maysville,15,2,1975-03-02
1,0,u4eah,2,1,18,Richmond,12,2,1977-01-01
1,0,vendha22,2,1,18,Bagdad,4,5,1986-11-22
1,0,will0130,2,1,18,Louisville,15,2,1981-01-30
1,0,1toughpaco,2,1,19,Lake Charles,4,2,1985-11-11
1,0,21707,1,1,19,Eunice,12,6,1987-06-02
1,1484,bigbadhawg,2,1,19,Baton Rouge,6,2,1961-11-29
1,0,curious378,2,1,19,Lake Charles,15,3,1960-09-28
1,0,erniekeebler,2,1,19,Slidell,15,2,1973-02-27
1,1761,evernet2,2,1,19,Lafayette,23,3,1985-11-05
1,0,golfer522,2,1,19,Lake Charles,6,2,1966-09-23
1,0,hollyshiet,1,1,19,Metairie,12,1,1959-04-25
1,0,leedick225,2,1,19,Baton Rouge,6,2,1974-11-05
1,0,luv2play6,2,1,19,lafayette,25,2,1977-10-13
1,0,mata1,2,1,19,new orleans,15,2,1980-05-02
1,0,ndugu2008,2,1,19,Shreveport,6,2,1968-05-11
1,739,nter2008,2,1,19,Gonzales,6,2,1954-11-20
1,0,owndyou,1,1,19,Baton Rouge,22,6,1938-02-03
1,0,scorpionsking,2,1,19,Metairie,6,2,1974-05-30
1,1716,shelby14142004,2,1,19,Ragley,2,3,1989-11-01
1,733,stickman18,2,1,19,Metairie,12,2,1957-07-23
1,1716,superman582008,2,1,19,Houma,26,3,1958-03-29
1,0,tigah5,2,1,19,Alexandria,2,3,1958-07-11
1,0,Troyavo,2,1,19,Westwego,1,3,1964-08-23
1,0,vanrilla,2,1,19,Fort Polk,12,2,1980-01-01
1,0,wickedvision,2,1,19,Thibodaux,6,2,1974-01-16
1,0,blackdog13,2,1,20,Raymond,2,3,1957-08-13
1,0,jjmaine34,1,1,20,North Yarmouth,12,1,1974-02-02
1,1311,Jo95,2,1,20,Fort Kent,12,2,1975-05-25
1,0,johnconnor2008,2,1,20,Portland,6,3,1977-10-23
1,0,kkkkkkkkk2008,2,1,20,Northeast Harbor,3,3,1960-02-22
1,0,Richard12343,2,1,20,York,12,2,1969-01-10
1,0,phoenix41,2,1,21,Lutherville Timonium,3,3,1952-02-28
1,0,krogen38,2,1,21,Annapolis,12,3,1969-06-06
1,0,aardvark3,2,1,21,Baltimore,12,2,1971-04-07
1,0,alltho18,2,1,21,Dundalk,12,3,1965-09-25
1,0,Asda123,2,1,21,Rockville,12,2,1982-03-04
1,0,aveidt,2,1,21,Bethesda,24,2,1969-10-31
1,0,bigballs772,2,1,21,Baltimore,12,2,1967-09-08
1,0,bigben71,2,1,21,Cumberland,22,3,1974-09-18
1,0,booba81,2,1,21,Baltimore,6,3,1981-03-01
1,0,dad3336,2,1,21,dundalk,22,2,1971-09-20
1,0,Daniel547,2,1,21,North East,15,2,1961-11-29
1,1685,dildonious,2,1,21,Odenton,20,2,1960-02-02
1,0,dred5,2,1,21,Aberdeen,3,2,1972-04-18
1,0,duc20878,2,1,21,Gaithersburg,12,2,1976-08-31
1,0,estrnshor,2,1,21,Fruitland,6,2,1967-04-09
1,0,frankieboy22,2,1,21,Upperco,1,3,1957-06-06
1,0,funforyou690,2,1,21,Delmar,6,2,1969-03-10
1,0,FunSmilinLady,1,1,21,Germantown,6,1,1964-04-18
1,0,HazelEyedGent,2,1,21,Catonsville,12,3,1971-02-27
1,1761,Jambi52,2,1,21,Cumberland,12,3,1988-01-08
1,1394,jamesho,2,1,21,Baltimore,2,2,1957-03-12
1,0,joplop1,2,1,21,Owings Mills,2,3,1960-03-23
1,1839,leemay69,2,1,21,Halethorpe,6,3,1969-06-22
1,1394,m_biogeek,2,1,21,Baltimore,22,3,1985-06-24
1,0,mdmagi,2,1,21,Middle River,12,3,1972-06-29
1,0,misterx71,2,1,21,Baltimore,6,2,1974-09-30
1,0,Naughty3211,2,1,21,Mardela Springs,6,2,1975-07-31
1,0,nickj1019,2,1,21,Germantown,10,2,1980-09-11
1,0,obbie2008,2,1,21,Hyattsville,6,3,1983-01-18
1,1311,Olivia6,1,1,21,Hollywood,12,1,1971-01-08
1,1761,pepe24,1,1,21,College Park,2,1,1972-09-26
1,0,potus36,2,1,21,Jefferson,10,3,1965-09-23
1,0,Rampage7575,2,1,21,Linthicum Heights,2,3,1988-06-26
1,0,rizzorama,2,1,21,Hancock,6,2,1968-12-12
1,0,rkvl_md,2,1,21,Rockville,10,2,1970-12-19
1,0,RLewis1,2,1,21,pasadena,12,2,1975-07-28
1,0,rudyard1,2,1,21,Columbia,6,3,1972-08-27
1,1761,Sean2233,2,1,21,Baltimore,12,3,1979-08-08
1,0,Shuffle2Deal,2,1,21,Baltimore,15,3,1990-01-13
1,0,ski446,2,1,21,Germantown,3,2,1946-04-25
1,0,slingshot081,2,1,21,Baltimore,15,3,1984-06-06
1,1761,smitty6900,2,1,21,Accident,13,3,1986-03-27
1,1484,steve482,2,1,21,Rockville,6,3,1982-08-10
1,0,t0812471,2,1,21,Bethesda,2,3,1964-10-20
1,0,tazuo,2,1,21,Annapolis,4,2,1981-06-09
1,0,TheFlirt555,2,1,21,Glen Burnie,4,3,1986-06-24
1,0,ToFreeMySpirit,1,1,21,Annapolis,2,1,1969-12-12
1,1484,tommyk5,2,1,21,Towson,12,2,1963-03-03
1,0,wileythegenius,2,1,21,Aberdeen,3,3,1975-04-13
1,1474,Boston-Guy,2,1,22,Plymouth,15,2,1969-03-03
1,0,adam_tx,2,1,22,Boston,6,2,1970-01-01
1,0,atyourservice2,2,1,22,Boston,2,3,1965-03-28
1,1761,bostonblueeyes08,2,1,22,Waltham,15,2,1981-08-08
1,0,bostonmarine,2,1,22,Chelsea,12,2,1976-06-04
1,0,chuckel0924,2,1,22,Foxboro,12,2,1977-08-09
1,0,coco43,1,1,22,Brockton,25,4,1972-11-22
1,0,cocolove1,1,1,22,Brockton,25,4,1972-11-22
1,1311,delilah5,1,1,22,Clinton,4,1,1961-01-24
1,0,eddie221,1,1,22,Leicester,26,1,1969-06-12
1,0,eflh400,1,1,22,Attleboro,12,1,1987-10-19
1,1106,felix67,2,1,22,Dracut,6,2,1965-10-18
1,0,gammaword,2,1,22,Neeham,6,2,1958-02-08
1,1761,gents9,2,1,22,Boston,2,2,1979-06-01
1,1761,gingerbuzz,1,1,22,Quincy,22,1,1947-02-22
1,0,gutominas22,2,1,22,Framingham,24,5,1985-09-25
1,0,Jack434,2,1,22,Allston,12,2,1960-05-02
1,0,jake402,2,1,22,wocester,12,2,1971-04-02
1,0,jeffk3,2,1,22,East Brookfield,12,2,1973-04-15
1,1761,johnnyladd,2,1,22,Winthrop,12,2,1971-02-09
1,1761,jomajaha,2,1,22,Charlestown,6,2,1959-05-11
1,0,kgun1180,2,1,22,Leominster,15,2,1968-06-01
1,0,larry132,2,1,22,Leominster,4,2,1951-02-20
1,0,latinlover978,2,1,22,Lawrence,12,3,1978-03-11
1,0,lipsy20081,2,1,22,Burlington,3,2,1961-04-13
1,0,lipsy20082,2,1,22,Burlington,3,2,1961-03-19
1,1311,littlering79,1,1,22,Agawam,2,6,1979-07-17
1,0,markie56mark,2,1,22,Everett,12,2,1952-03-03
1,0,micau9,2,1,22,Milford,12,2,1956-08-15
1,1716,Nikoh88,2,1,22,Jamaica Plain,12,2,1961-05-31
1,0,norfolk123,2,1,22,Dedham,3,2,1959-04-04
1,0,pimpdaddy111,2,1,22,Brockton,23,2,1982-03-19
1,0,rockhard1965,2,1,22,Chicopee,6,3,1965-12-05
1,0,samblues55,2,1,22,Burlington,3,2,1955-07-01
1,0,sexylinds295,1,1,22,Boston,22,1,1987-02-08
1,0,skateman23,2,1,22,Springfield,12,2,1958-03-03
1,0,smillerma,2,1,22,Lynn,12,2,1956-01-04
1,1107,stepout1,2,1,22,Sutton,12,2,1953-10-10
1,1685,Sugarandspice3535,1,1,22,Fairhaven,6,4,1954-10-22
1,0,timisonyourside,2,1,22,Boston,2,2,1961-07-01
1,0,water470849,2,1,22,Springfield,12,2,1964-02-17
1,0,bowwow2008,2,1,23,Warren,25,3,1960-09-07
1,0,car212,2,1,23,Dearborn,6,2,1974-01-01
1,0,casper212,1,1,23,Saginaw,17,4,1977-12-13
1,0,CatBob1,2,1,23,Silverwood,6,2,1956-02-23
1,0,dickjhy,2,1,23,Midland,13,2,1975-09-11
1,1716,docnasty08,2,1,23,Parma,2,3,1974-05-27
1,0,dukster541,2,1,23,Rochester,12,3,1953-06-03
1,0,epo1,2,1,23,Milford,6,2,1963-08-26
1,0,fun_forever_007,2,1,23,Canton,12,2,1973-01-28
1,0,hello999999,2,1,23,Saginaw,2,2,1970-03-01
1,0,horneymagilicuty,2,1,23,Harrietta,13,2,1981-10-08
1,1716,hotdude_not,2,1,23,Tustin,6,3,1990-03-18
1,0,itsourturn,2,1,23,Lake Orion,6,2,1957-05-06
1,1311,jasonmichaels,2,1,23,Clinton Township,2,3,1956-10-15
1,0,jonny06,2,1,23,Franklin,15,3,1988-02-01
